,"访问时间","地域","来源","入口页面","搜索词","访问IP","访客标识码","访问时长","访问页数","最后停留在","上一次访问时间","访问类型","访问频次","操作系统","网络服务商","浏览器","语言环境","屏幕分辨率","屏幕颜色","Flash版本","是否支持Cookie","是否支持JAVA","打开时间","停留时长","页面地址"
"128","2019/08/24 14:14:20","洛阳","百度","http://www.juyipx.com","时时彩计划网址=http://alpfx88.top","115.50.153.156","2238186657794063335","未知","1","http://www.juyipx.com","首次访问","新访客","1","Sun","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 14:14:20","未知","http://www.juyipx.com"
"129","2019/08/24 14:14:18","洛阳","百度","http://www.3464.com","时时彩注册网址=http://caijs88.top","115.50.153.156","2265975714154757607","未知","1","http://www.3464.com","首次访问","新访客","1","Win Vista","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 14:14:18","未知","http://www.3464.com"
"130","2019/08/24 14:07:26","洛阳","百度","http://www.bo83d.cn","PC蛋蛋代理网址=http://caigt88.top","182.121.24.2","1861708790057455748","未知","1","http://www.bo83d.cn","首次访问","新访客","1","iPhone","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 14:07:26","未知","http://www.bo83d.cn"
"131","2019/08/24 13:59:47","洛阳","百度","http://www.jwupoc.cn","快3稳赚网址=http://aljtn88.top","42.235.125.229","1838612187043410804","未知","1","http://www.jwupoc.cn","首次访问","新访客","1","Win 7","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:59:47","未知","http://www.jwupoc.cn"
"132","2019/08/24 13:58:08","洛阳","百度","http://sup.yunkashou.com","时时彩官网网址=http://cahxl88.top","42.235.125.229","2276212301175114603","未知","1","http://sup.yunkashou.com","首次访问","新访客","1","Win 7","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:58:08","未知","http://sup.yunkashou.com"
"133","2019/08/24 13:57:17","洛阳","百度","http://www.xfdxy.com","北京赛车平台网址=http://albis88.top","42.235.125.229","2183080903963673550","未知","1","http://www.xfdxy.com","首次访问","新访客","1","Win 2000","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:57:17","未知","http://www.xfdxy.com"
"134","2019/08/24 13:40:09","洛阳","百度","http://www.798mn.com","六合彩代理网址=http://cahmt88.top","115.50.163.136","2171853924111203774","未知","1","http://www.798mn.com","首次访问","新访客","1","Win XP","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:40:09","未知","http://www.798mn.com"
"135","2019/08/24 13:32:30","洛阳","百度","http://xfjwed.vip.wed114.cn","百家乐计划网址=http://aledp88.top","115.50.163.136","2203988641155842800","未知","1","http://xfjwed.vip.wed114.cn","首次访问","新访客","1","Android 2.2","网通","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:32:30","未知","http://xfjwed.vip.wed114.cn"
"136","2019/08/24 13:32:23","洛阳","百度","http://www.50zw.com","分分彩平台网址=http://alfkq88.top","115.50.163.136","2023614149833539835","未知","1","http://www.50zw.com","首次访问","新访客","1","其他","网通","IE 10.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:32:23","未知","http://www.50zw.com"
"137","2019/08/24 13:26:29","洛阳","百度","http://df.czbya.com","六合彩网站网址=http://alnlg88.top","123.5.195.70","2196189251362027711","未知","1","http://df.czbya.com","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:26:29","未知","http://df.czbya.com"
"138","2019/08/24 13:15:30","洛阳","百度","http://www.qzflx.com","PK10赛车计划网址=http://caiki88.top","115.53.248.171","2202234074223258867","未知","1","http://www.qzflx.com","首次访问","新访客","1","macOS","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:15:30","未知","http://www.qzflx.com"
"139","2019/08/24 13:04:00","洛阳","百度","http://www.lqt023.com","分分彩注册网址=http://caijh88.top","42.228.247.178","2210751304211159763","未知","1","http://www.lqt023.com","首次访问","新访客","1","Win 7","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 13:04:00","未知","http://www.lqt023.com"
"140","2019/08/24 12:42:41","洛阳","百度","http://zbz.czedu.com.cn","百家乐网站网址=http://alnde88.top","123.9.245.17","2205909767577139356","未知","1","http://zbz.czedu.com.cn","首次访问","新访客","1","其他","网通","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 12:42:41","未知","http://zbz.czedu.com.cn"
"141","2019/08/24 12:41:47","洛阳","百度","http://www.aahpm.org","全天排列3网址=http://cahzb88.top","123.9.245.17","1747441846567586887","未知","1","http://www.aahpm.org","首次访问","新访客","1","Gentoo","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 12:41:47","未知","http://www.aahpm.org"
"142","2019/08/24 12:40:51","杭州","搜狗","https://www.liu-hao.cn","site:lhqczm.com   百度权重_百度权重提升_联系Q:1060717655_kyehsdl.com","115.205.114.119","2173877485041281555","20s","1","https://www.liu-hao.cn","首次访问","新访客","1","Win XP","电信","IE 8.0","","1920x1080","24-bit","","支持","支持","2019-08-24 12:40:51","20s","https://www.liu-hao.cn"
"143","2019/08/24 12:36:28","洛阳","百度","http://dengxun.myha.com.cn","11选5注册网址=http://almtb88.top","125.43.58.27","2223755695790085250","未知","1","http://dengxun.myha.com.cn","首次访问","新访客","1","SUSE","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 12:36:28","未知","http://dengxun.myha.com.cn"
"144","2019/08/24 12:32:27","洛阳","百度","http://www.yi17329.tw","PC蛋蛋官网网址=http://alcxq88.top","125.43.58.27","2209964963974666126","未知","1","http://www.yi17329.tw","首次访问","新访客","1","Win 7","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 12:32:27","未知","http://www.yi17329.tw"
"145","2019/08/24 12:19:51","洛阳","百度","http://www.changping9135.cn","北京赛车计划网址=http://albge88.top","123.5.192.10","1899893389991999636","未知","1","http://www.changping9135.cn","首次访问","新访客","1","Linux","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 12:19:51","未知","http://www.changping9135.cn"
"146","2019/08/24 12:15:38","洛阳","百度","http://www.moonfine.com","六合彩网站网址=http://caikb88.top","123.5.198.170","1873750156491452957","未知","1","http://www.moonfine.com","首次访问","新访客","1","Win XP","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 12:15:38","未知","http://www.moonfine.com"
"147","2019/08/24 12:10:01","洛阳","百度","http://suining1.dm67.com","快3计划网址=http://aljlz88.top","123.5.198.170","2005346348525622431","未知","1","http://suining1.dm67.com","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 12:10:01","未知","http://suining1.dm67.com"
"148","2019/08/24 11:57:48","洛阳","百度","http://0s4985.cn","六合彩稳赚网址=http://cahmw88.top","42.224.130.47","2360958907439021623","未知","1","http://0s4985.cn","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:57:48","未知","http://0s4985.cn"
"149","2019/08/24 11:50:41","洛阳","百度","http://www.hndlmy.cn","快乐飞艇计划网址=http://alidk88.top","42.224.130.47","1997980332850715066","未知","1","http://www.hndlmy.cn","首次访问","新访客","1","Win XP","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:50:41","未知","http://www.hndlmy.cn"
"150","2019/08/24 11:45:17","洛阳","百度","http://www.zssteelw.com","全天排列3网址=http://cailf88.top","182.121.29.149","2395218637590807393","未知","1","http://www.zssteelw.com","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:45:17","未知","http://www.zssteelw.com"
"151","2019/08/24 11:44:08","洛阳","百度","http://www.huojia93.top","时时彩计划网址=http://alaqz88.top","182.121.29.149","1868844496467910617","未知","1","http://www.huojia93.top","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:44:08","未知","http://www.huojia93.top"
"152","2019/08/24 11:37:29","洛阳","百度","http://tvro.bbs.net","快乐飞艇平台网址=http://caihb88.top","115.50.161.191","1889196903290632553","未知","1","http://tvro.bbs.net","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:37:29","未知","http://tvro.bbs.net"
"153","2019/08/24 11:22:16","洛阳","百度","http://www.wxqysy.com","PK10赛车平台网址=http://albmb88.top","42.235.175.232","1785895736560939785","未知","1","http://www.wxqysy.com","首次访问","新访客","1","Linux","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:22:16","未知","http://www.wxqysy.com"
"154","2019/08/24 11:05:14","洛阳","百度","https://shop1411058667582.1688.com","全天11选5网址=http://caice88.top","42.224.131.65","1933176732678848647","未知","1","https://shop1411058667582.1688.com","首次访问","新访客","1","Win 2000","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:05:14","未知","https://shop1411058667582.1688.com"
"155","2019/08/24 11:00:26","洛阳","百度","http://info.pcrm.hc360.com","时时彩网站网址=http://albci88.top","42.224.131.65","2177250717753846887","未知","1","http://info.pcrm.hc360.com","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 11:00:26","未知","http://info.pcrm.hc360.com"
"156","2019/08/24 10:59:25","洛阳","百度","http://riytctg.ga","PK10赛车计划网址=http://algmx88.top","42.224.131.65","1948072473582389498","未知","1","http://riytctg.ga","首次访问","新访客","1","Debian","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:59:25","未知","http://riytctg.ga"
"157","2019/08/24 10:57:35","洛阳","百度","http://www.0451xls.com","全天福彩3D网址=http://alctw88.top","182.121.214.98","1871229092036455476","未知","1","http://www.0451xls.com","首次访问","新访客","1","Gentoo","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:57:35","未知","http://www.0451xls.com"
"158","2019/08/24 10:50:12","洛阳","百度","http://b656101.xici.net","排列3网站网址=http://caikz88.top","182.121.214.98","2230408398120004473","未知","1","http://b656101.xici.net","首次访问","新访客","1","Win Vista","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:50:12","未知","http://b656101.xici.net"
"159","2019/08/24 10:36:01","洛阳","百度","http://www.8658.cn","全天百家乐网址=http://aljcg88.top","42.224.63.135","2027062119399244127","未知","1","http://www.8658.cn","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:36:01","未知","http://www.8658.cn"
"160","2019/08/24 10:31:10","洛阳","百度","http://www.exialong.com","全天11选5网址=http://caihs88.top","42.224.63.135","2073690281314562563","未知","1","http://www.exialong.com","首次访问","新访客","1","Win Vista","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:31:10","未知","http://www.exialong.com"
"161","2019/08/24 10:25:24","洛阳","百度","http://www.gxshiyan.cn","快乐飞艇稳赚网址=http://caibq88.top","42.235.170.27","2305709259880872855","未知","1","http://www.gxshiyan.cn","首次访问","新访客","1","Win 2000","","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:25:24","未知","http://www.gxshiyan.cn"
"162","2019/08/24 10:20:29","洛阳","百度","http://www.0755lh.net","PK10赛车注册网址=http://alqic88.top","42.235.170.27","1788625240389147997","未知","1","http://www.0755lh.net","首次访问","新访客","1","Win Vista","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:20:29","未知","http://www.0755lh.net"
"163","2019/08/24 10:07:59","洛阳","百度","http://www.48041510.cn","百家乐稳赚网址=http://caicm88.top","42.235.124.94","1838068598214635436","未知","1","http://www.48041510.cn","首次访问","新访客","1","J2ME","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:07:59","未知","http://www.48041510.cn"
"164","2019/08/24 10:01:42","洛阳","百度","http://www.cnbrdz.com","11选5计划网址=http://almnz88.top","42.235.174.113","2303888949388399804","未知","1","http://www.cnbrdz.com","首次访问","新访客","1","J2ME","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:01:42","未知","http://www.cnbrdz.com"
"165","2019/08/24 10:00:50","洛阳","百度","https://www.hdeso.com","北京赛车开奖网址=http://algfw88.top","42.235.174.113","2294053405776908710","未知","1","https://www.hdeso.com","首次访问","新访客","1","Win Vista","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 10:00:50","未知","https://www.hdeso.com"
"166","2019/08/24 09:41:14","洛阳","百度","http://34ug.com","快3计划网址=http://aljlz88.top","123.9.241.141","1840303188603370763","未知","1","http://34ug.com","首次访问","新访客","1","Win XP","网通","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 09:41:14","未知","http://34ug.com"
"167","2019/08/24 09:38:23","洛阳","百度","http://my.thunderbird.edu","排列5开奖网址=http://cailh88.top","123.9.241.141","2067119810134232048","未知","1","http://my.thunderbird.edu","首次访问","新访客","1","Linux","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 09:38:23","未知","http://my.thunderbird.edu"
"168","2019/08/24 09:21:03","洛阳","百度","https://oando.com.cn","PK10赛车官网网址=http://albmh88.top","42.228.247.253","1954567435195166429","未知","1","https://oando.com.cn","首次访问","新访客","1","其他","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 09:21:03","未知","https://oando.com.cn"
"169","2019/08/24 09:19:55","洛阳","百度","http://zhoushan.lotour.com","排列5开奖网址=http://cahjz88.top","42.228.247.253","1905426669814335018","未知","1","http://zhoushan.lotour.com","首次访问","新访客","1","Win Vista","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 09:19:55","未知","http://zhoushan.lotour.com"
"170","2019/08/24 09:19:04","洛阳","百度","http://www.zhengxiangnews.com","11选5注册网址=http://cahtk88.top","42.228.247.253","2280223541826479308","未知","1","http://www.zhengxiangnews.com","首次访问","新访客","1","Android","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 09:19:04","未知","http://www.zhengxiangnews.com"
"171","2019/08/24 09:16:06","洛阳","百度","http://www.jczjt.com","六合彩稳赚网址=http://caiim88.top","115.50.166.189","1762165132109252586","未知","1","http://www.jczjt.com","首次访问","新访客","1","Win 2000","网通","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 09:16:06","未知","http://www.jczjt.com"
"172","2019/08/24 09:10:43","洛阳","百度","http://www.crecsh6.com","全天时时彩网址=http://caieh88.top","115.50.166.189","1682681505057341148","未知","1","http://www.crecsh6.com","首次访问","新访客","1","Linux","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 09:10:43","未知","http://www.crecsh6.com"
"173","2019/08/24 08:58:42","洛阳","百度","http://www.linghangdg.com","北京赛车代理网址=http://caikf88.top","125.43.66.219","2149080959451772388","未知","1","http://www.linghangdg.com","首次访问","新访客","1","Win Vista","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:58:42","未知","http://www.linghangdg.com"
"174","2019/08/24 08:52:28","洛阳","百度","http://www.alexa100.com","时时彩稳赚网址=http://cahpd88.top","42.224.62.247","1924764592480602286","未知","1","http://www.alexa100.com","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:52:28","未知","http://www.alexa100.com"
"175","2019/08/24 08:49:33","洛阳","百度","http://ddjgsj.com","排列5平台网址=http://cahqn88.top","42.224.62.247","1800442202458564037","未知","1","http://ddjgsj.com","首次访问","新访客","1","其他","","IE 5.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:49:33","未知","http://ddjgsj.com"
"176","2019/08/24 08:42:18","洛阳","百度","https://mk.5688.com.cn","北京赛车开奖网址=http://alpsy88.top","42.224.102.116","1920471089441636708","未知","1","https://mk.5688.com.cn","首次访问","新访客","1","Win Vista","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:42:18","未知","https://mk.5688.com.cn"
"177","2019/08/24 08:24:58","洛阳","百度","http://www.siwjie.com","快乐飞艇平台网址=http://cahlh88.top","42.224.60.169","2061914185147537532","未知","1","http://www.siwjie.com","首次访问","新访客","1","Win 7","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:24:58","未知","http://www.siwjie.com"
"178","2019/08/24 08:21:38","洛阳","百度","http://ywnofq.cn","百家乐注册网址=http://caiib88.top","42.224.60.169","2283084295159906155","未知","1","http://ywnofq.cn","首次访问","新访客","1","Debian","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:21:38","未知","http://ywnofq.cn"
"179","2019/08/24 08:20:54","洛阳","百度","http://www.hfzfk120.com","PK10赛车代理网址=http://cahyl88.top","42.224.60.169","1919361815836103044","未知","1","http://www.hfzfk120.com","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:20:54","未知","http://www.hfzfk120.com"
"180","2019/08/24 08:03:17","洛阳","百度","http://www.tgrcw.com","11选5计划网址=http://cahlp88.top","182.121.211.80","1987770190562300313","未知","1","http://www.tgrcw.com","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 08:03:17","未知","http://www.tgrcw.com"
"181","2019/08/24 07:48:36","绵阳","直接访问","https://www.liu-hao.cn","--","61.157.96.18","1795303849761711549","未知","1","https://www.liu-hao.cn","首次访问","新访客","1","iOS 11","电信","Safari移动版","","","24-bit","","支持","不支持","2019-08-24 07:48:36","未知","https://www.liu-hao.cn"
"182","2019/08/24 07:39:05","洛阳","百度","http://www.tdcheml.com","快乐飞艇平台网址=http://caijp88.top","115.53.255.114","1898929986135859394","未知","1","http://www.tdcheml.com","首次访问","新访客","1","macOS","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:39:05","未知","http://www.tdcheml.com"
"183","2019/08/24 07:38:48","洛阳","百度","http://dftj.b2b.tx009.com","百家乐网站网址=http://caikn88.top","115.53.255.114","1739230676750560101","未知","1","http://dftj.b2b.tx009.com","首次访问","新访客","1","Win XP","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:38:48","未知","http://dftj.b2b.tx009.com"
"184","2019/08/24 07:37:32","洛阳","百度","http://www.zhby168.com","PC蛋蛋计划网址=http://caimd88.top","115.53.255.114","1714395517970811745","未知","1","http://www.zhby168.com","首次访问","新访客","1","Win Vista","网通","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:37:32","未知","http://www.zhby168.com"
"185","2019/08/24 07:35:46","洛阳","百度","https://sh100.online.sh.cn","全天时时彩网址=http://caieh88.top","115.53.255.114","2197676358232719393","未知","1","https://sh100.online.sh.cn","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:35:46","未知","https://sh100.online.sh.cn"
"186","2019/08/24 07:35:32","洛阳","百度","http://zzsyyl.com","全天分分彩网址=http://cahns88.top","115.53.255.114","1852433391711632483","未知","1","http://zzsyyl.com","首次访问","新访客","1","Win Vista","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:35:32","未知","http://zzsyyl.com"
"187","2019/08/24 07:16:49","洛阳","百度","http://www.lubbs.top","时时彩稳赚网址=http://caieg88.top","182.122.245.251","2367888776675132588","未知","1","http://www.lubbs.top","首次访问","新访客","1","Win Vista","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:16:49","未知","http://www.lubbs.top"
"188","2019/08/24 07:08:55","洛阳","百度","http://zaakh10.ch.51tie.com","六合彩平台网址=http://alwmk88.top","182.121.29.255","1963630662388747106","未知","1","http://zaakh10.ch.51tie.com","首次访问","新访客","1","J2ME","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:08:55","未知","http://zaakh10.ch.51tie.com"
"189","2019/08/24 07:05:09","洛阳","百度","http://www.snxin.com.cn","北京赛车计划网址=http://cahxt88.top","182.121.29.255","2333085896480681897","未知","1","http://www.snxin.com.cn","首次访问","新访客","1","Ubuntu","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:05:09","未知","http://www.snxin.com.cn"
"190","2019/08/24 07:01:41","洛阳","百度","http://www.zbjyhb.com","快乐飞艇开奖网址=http://cahsw88.top","182.121.31.130","1890389241516901647","未知","1","http://www.zbjyhb.com","首次访问","新访客","1","SUSE","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 07:01:41","未知","http://www.zbjyhb.com"
"191","2019/08/24 06:46:32","洛阳","百度","http://www.qqgtd.com","快乐飞艇平台网址=http://aldif88.top","182.122.247.190","1866426850296906523","未知","1","http://www.qqgtd.com","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 06:46:32","未知","http://www.qqgtd.com"
"192","2019/08/24 06:43:31","洛阳","百度","http://www.seoliuliang.cn","福彩3D计划网址=http://cahki88.top","125.43.58.188","2213076864979568542","未知","1","http://www.seoliuliang.cn","首次访问","新访客","1","其他","网通","IE 5.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 06:43:31","未知","http://www.seoliuliang.cn"
"193","2019/08/24 06:41:20","洛阳","百度","http://kanyuyixuan.qianyan.biz","北京赛车代理网址=http://cahyc88.top","125.43.58.188","1912874044249022334","未知","1","http://kanyuyixuan.qianyan.biz","首次访问","新访客","1","Linux","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 06:41:20","未知","http://kanyuyixuan.qianyan.biz"
"194","2019/08/24 06:29:02","洛阳","百度","http://www.bdbrrb.cn","快3平台网址=http://alfff88.top","115.50.162.129","2230800953780114956","未知","1","http://www.bdbrrb.cn","首次访问","新访客","1","Win 7","网通","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 06:29:02","未知","http://www.bdbrrb.cn"
"195","2019/08/24 06:01:45","洛阳","百度","http://www.hnueu.com","PC蛋蛋计划网址=http://almbn88.top","182.121.208.35","2253940610414416041","未知","1","http://www.hnueu.com","首次访问","新访客","1","其他","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 06:01:45","未知","http://www.hnueu.com"
"196","2019/08/24 06:00:34","洛阳","百度","http://www.zezhuo.net","分分彩计划网址=http://aljwi88.top","182.121.208.35","2155251229442778758","未知","1","http://www.zezhuo.net","首次访问","新访客","1","Ubuntu","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 06:00:34","未知","http://www.zezhuo.net"
"197","2019/08/24 05:58:17","洛阳","百度","http://www.jywyu.com","时时彩官网网址=http://alkft88.top","182.121.208.35","1906207310310948565","未知","1","http://www.jywyu.com","首次访问","新访客","1","其他","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:58:17","未知","http://www.jywyu.com"
"198","2019/08/24 05:56:14","洛阳","百度","https://themify.me","快3计划网址=http://caiip88.top","182.121.208.35","1876534635356967621","未知","1","https://themify.me","首次访问","新访客","1","macOS","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:56:14","未知","https://themify.me"
"199","2019/08/24 05:55:36","洛阳","百度","http://www.hbmjk.net","排列3代理网址=http://allkq88.top","182.121.208.35","2139156303513318836","未知","1","http://www.hbmjk.net","首次访问","新访客","1","Win 7","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:55:36","未知","http://www.hbmjk.net"
"200","2019/08/24 05:38:04","洛阳","百度","https://www.appkg.com","排列3代理网址=http://cailc88.top","125.43.65.29","1851302629475109662","未知","1","https://www.appkg.com","首次访问","新访客","1","Win Vista","网通","IE 7.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:38:04","未知","https://www.appkg.com"
"201","2019/08/24 05:34:20","洛阳","百度","https://www.dtell.com.tw","排列3计划网址=http://alqkn88.top","125.43.65.29","1819869293351648531","未知","1","https://www.dtell.com.tw","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:34:20","未知","https://www.dtell.com.tw"
"202","2019/08/24 05:26:44","洛阳","百度","http://licai.szonline.net","PC蛋蛋平台网址=http://alstd88.top","42.224.63.54","2224792453926086889","未知","1","http://licai.szonline.net","首次访问","新访客","1","Win XP","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:26:44","未知","http://licai.szonline.net"
"203","2019/08/24 05:21:50","洛阳","百度","http://www.me28.net","快3代理网址=http://caiiy88.top","115.50.110.136","1980378625476134471","未知","1","http://www.me28.net","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:21:50","未知","http://www.me28.net"
"204","2019/08/24 05:04:15","洛阳","百度","http://www.aiyingxiao.net","快3计划网址=http://caidc88.top","42.235.123.214","1913961404925722742","未知","1","http://www.aiyingxiao.net","首次访问","新访客","1","其他","","其他","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:04:15","未知","http://www.aiyingxiao.net"
"205","2019/08/24 05:03:47","洛阳","百度","http://www.dimianjiao.com","百家乐计划网址=http://cahtp88.top","42.235.123.214","2118730860092243886","未知","1","http://www.dimianjiao.com","首次访问","新访客","1","Win 7","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:03:47","未知","http://www.dimianjiao.com"
"206","2019/08/24 05:02:59","洛阳","百度","http://fj.fmj6.com","11选5计划网址=http://caibt88.top","123.9.245.203","1857506830162713418","未知","1","http://fj.fmj6.com","首次访问","新访客","1","Linux","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 05:02:59","未知","http://fj.fmj6.com"
"207","2019/08/24 04:51:32","洛阳","百度","https://www.dallasren.com","百家乐代理网址=http://aljbb88.top","42.235.120.40","1840828261335928811","未知","1","https://www.dallasren.com","首次访问","新访客","1","Android","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:51:32","未知","https://www.dallasren.com"
"208","2019/08/24 04:48:52","洛阳","百度","https://www.wpri.com","分分彩平台网址=http://cahxb88.top","42.235.120.40","2021999662505999586","未知","1","https://www.wpri.com","首次访问","新访客","1","Linux","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:48:52","未知","https://www.wpri.com"
"209","2019/08/24 04:19:41","洛阳","百度","http://tblnk.com","排列3开奖网址=http://albtq88.top","123.5.197.221","1743096868797523582","未知","1","http://tblnk.com","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:19:41","未知","http://tblnk.com"
"210","2019/08/24 04:19:19","洛阳","百度","http://www.rift8.com","北京赛车官网网址=http://algiz88.top","123.5.197.221","1859753652258910363","未知","1","http://www.rift8.com","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:19:19","未知","http://www.rift8.com"
"211","2019/08/24 04:18:55","洛阳","百度","http://www.gljicheng.com","时时彩开奖网址=http://alkem88.top","123.5.197.221","2143971906463844591","未知","1","http://www.gljicheng.com","首次访问","新访客","1","macOS","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:18:55","未知","http://www.gljicheng.com"
"212","2019/08/24 04:17:17","洛阳","百度","http://www.nextgenran.com","全天排列5网址=http://cailp88.top","123.5.197.221","1751191971194575776","未知","1","http://www.nextgenran.com","首次访问","新访客","1","Win Vista","网通","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:17:17","未知","http://www.nextgenran.com"
"213","2019/08/24 04:09:10","洛阳","百度","http://hczxxnlts2016.w.px.teacher.com.cn","福彩3D平台网址=http://cahsb88.top","123.5.194.176","2294079055558230616","未知","1","http://hczxxnlts2016.w.px.teacher.com.cn","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:09:10","未知","http://hczxxnlts2016.w.px.teacher.com.cn"
